Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,AI_Impact_Level,Automation_Risk,Remote_Work_Percentage,Job_Satisfaction,Work_Hours_Per_Week
2025,Australia,Google,Data Analyst,Mid,120220,71,Growing Demand,Medium,77,9,41
2024,Canada,Meta,Backend Developer,Junior,77706,84,Moderate Impact,Medium,81,7,44
2024,Australia,Google,Mobile Developer,Senior,128060,84,Moderate Impact,Medium,69,9,44
2023,India,Wipro,Data Scientist,Senior,52172,98,High Demand,Low,88,6,35
2023,India,IBM,Backend Developer,Mid,14813,80,Moderate Impact,Medium,57,7,48
2023,Germany,Google,AI Engineer,Junior,136509,100,High Demand,Low,80,6,48
2022,Australia,IBM,ML Engineer,Mid,116694,95,High Demand,Low,80,8,35
2023,UK,TCS,Frontend Developer,Senior,87268,87,Moderate Impact,High,65,9,37
2022,Canada,Microsoft,Mobile Developer,Junior,76059,66,Moderate Impact,High,81,9,48
2023,India,Meta,Data Analyst,Senior,38512,83,Growing Demand,Medium,69,9,44
2022,Australia,NVIDIA,Data Analyst,Junior,110237,100,Growing Demand,Medium,60,6,41
2022,Canada,Google,Data Scientist,Mid,87571,74,High Demand,Low,79,8,35
2025,UK,Accenture,ML Engineer,Senior,160620,99,High Demand,Low,77,9,43
2022,USA,Amazon,Full Stack Developer,Junior,117751,62,Moderate Impact,Medium,58,7,42
2023,Australia,Accenture,Frontend Developer,Mid,110346,82,Moderate Impact,Medium,79,6,35
2024,USA,IBM,Data Scientist,Mid,219245,88,High Demand,Low,77,9,50
2025,India,Wipro,ML Engineer,Senior,60827,85,High Demand,Low,73,10,47
2024,USA,IBM,Mobile Developer,Mid,118154,88,Moderate Impact,High,69,7,40
2024,UK,OpenAI,AI Engineer,Junior,112280,91,High Demand,Low,83,7,47
2022,Germany,Amazon,Frontend Developer,Senior,112161,89,Moderate Impact,High,87,7,35
2024,Germany,NVIDIA,Data Analyst,Mid,96566,74,Growing Demand,Medium,71,6,44
2023,UK,IBM,Full Stack Developer,Mid,82137,91,Moderate Impact,High,50,10,48
2024,USA,Wipro,Data Scientist,Junior,167749,95,High Demand,Low,60,8,42
2022,India,Accenture,Full Stack Developer,Junior,14554,60,Moderate Impact,Medium,65,6,48
2024,USA,Meta,Backend Developer,Senior,136120,62,Moderate Impact,High,66,9,40
2023,Canada,Infosys,AI Engineer,Junior,158215,78,High Demand,Low,73,10,40
2023,India,IBM,Full Stack Developer,Junior,15464,82,Moderate Impact,High,51,7,47
2025,USA,Microsoft,Backend Developer,Senior,138311,87,Moderate Impact,High,84,8,44
2023,USA,TCS,Mobile Developer,Mid,133508,66,Moderate Impact,Medium,50,7,36
2022,Canada,NVIDIA,AI Engineer,Senior,125372,97,High Demand,Low,78,8,37
2022,UK,Google,Full Stack Developer,Junior,62936,68,Moderate Impact,High,72,9,50
2024,Germany,NVIDIA,Frontend Developer,Senior,119531,78,Moderate Impact,Medium,87,6,35
2023,Germany,OpenAI,Data Analyst,Junior,94621,85,Growing Demand,Medium,82,9,38
2023,India,TCS,Data Analyst,Mid,35562,93,Growing Demand,Medium,75,6,36
2025,UK,Infosys,Data Analyst,Mid,75548,73,Growing Demand,Medium,82,9,50
2023,Germany,Google,Backend Developer,Senior,118627,76,Moderate Impact,Medium,75,6,43
2024,Canada,Infosys,Data Scientist,Senior,138283,100,High Demand,Low,70,7,40
2025,Canada,Microsoft,Frontend Developer,Mid,88947,64,Moderate Impact,Medium,63,7,40
2023,Germany,NVIDIA,Data Scientist,Senior,142735,100,High Demand,Low,66,10,50
2025,USA,Microsoft,Data Analyst,Junior,149226,90,Growing Demand,Medium,52,10,47
2025,UK,TCS,Full Stack Developer,Senior,99032,90,Moderate Impact,High,53,10,39
2024,Germany,TCS,Backend Developer,Junior,87718,86,Moderate Impact,High,78,6,42
2025,UK,Accenture,Full Stack Developer,Senior,106753,59,Moderate Impact,High,57,10,50
2025,UK,NVIDIA,AI Engineer,Junior,102464,100,High Demand,Low,82,6,42
2025,Germany,Google,Full Stack Developer,Senior,97235,75,Moderate Impact,High,67,9,37
2023,UK,IBM,Frontend Developer,Mid,83548,53,Moderate Impact,High,50,10,43
2024,Australia,TCS,Frontend Developer,Mid,99739,74,Moderate Impact,Medium,62,10,40
2025,Australia,TCS,AI Engineer,Mid,175329,86,High Demand,Low,69,6,39
2023,Germany,Infosys,ML Engineer,Mid,146955,82,High Demand,Low,50,9,42
2023,USA,Amazon,Backend Developer,Senior,113363,89,Moderate Impact,High,53,8,38
2025,Germany,TCS,ML Engineer,Senior,153209,100,High Demand,Low,58,8,50
2022,Australia,Amazon,Full Stack Developer,Senior,102058,88,Moderate Impact,Medium,86,10,35
2024,UK,NVIDIA,Frontend Developer,Mid,94675,51,Moderate Impact,High,76,6,40
2025,India,Microsoft,Data Scientist,Junior,25141,87,High Demand,Low,74,6,41
2025,UK,Wipro,AI Engineer,Junior,150984,95,High Demand,Low,90,6,38
2023,UK,OpenAI,Data Scientist,Senior,114634,76,High Demand,Low,63,6,37
2024,USA,IBM,ML Engineer,Senior,170895,93,High Demand,Low,77,9,48
2022,USA,Accenture,Data Analyst,Mid,156639,90,Growing Demand,Medium,50,9,40
2024,Germany,Accenture,Frontend Developer,Mid,119988,87,Moderate Impact,High,87,6,43
2022,India,Accenture,Data Analyst,Junior,17811,85,Growing Demand,Medium,55,9,36
2023,India,OpenAI,Frontend Developer,Senior,14385,92,Moderate Impact,High,80,6,36
2023,India,Microsoft,Full Stack Developer,Junior,34129,60,Moderate Impact,High,78,6,49
2022,USA,Meta,Data Scientist,Mid,139082,88,High Demand,Low,78,10,40
2023,Canada,Google,Data Analyst,Junior,115230,76,Growing Demand,Medium,83,10,49
2025,Australia,TCS,Data Analyst,Mid,92254,79,Growing Demand,Medium,50,9,47
2025,Germany,Wipro,ML Engineer,Mid,152544,100,High Demand,Low,75,7,37
2023,Australia,Accenture,Data Scientist,Junior,105639,88,High Demand,Low,86,10,37
2025,India,Microsoft,Data Scientist,Junior,20028,83,High Demand,Low,66,10,36
2022,Germany,OpenAI,Data Analyst,Junior,72451,94,Growing Demand,Medium,70,9,46
2023,Australia,Microsoft,Data Analyst,Mid,79393,87,Growing Demand,Medium,55,7,48
2023,USA,TCS,ML Engineer,Mid,167703,100,High Demand,Low,72,10,42
2024,Germany,Microsoft,Mobile Developer,Junior,84788,66,Moderate Impact,Medium,65,9,50
2024,Germany,Amazon,ML Engineer,Mid,162564,82,High Demand,Low,87,9,41
2025,Australia,IBM,Data Analyst,Mid,111122,85,Growing Demand,Medium,55,7,35
2023,Australia,Accenture,Frontend Developer,Junior,97617,93,Moderate Impact,High,81,9,47
2022,Australia,Meta,AI Engineer,Mid,117243,89,High Demand,Low,84,6,40
2024,UK,Infosys,Full Stack Developer,Senior,86099,59,Moderate Impact,High,58,9,46
2024,UK,Wipro,Backend Developer,Junior,84397,94,Moderate Impact,Medium,73,6,42
2022,Germany,Microsoft,Frontend Developer,Senior,104235,68,Moderate Impact,High,83,9,49
2022,Germany,Microsoft,AI Engineer,Junior,101650,87,High Demand,Low,85,8,50
2023,USA,NVIDIA,Data Analyst,Senior,157456,66,Growing Demand,Medium,90,10,43
2023,Canada,Amazon,Data Scientist,Mid,132665,100,High Demand,Low,88,8,35
2024,USA,NVIDIA,Backend Developer,Junior,126849,82,Moderate Impact,Medium,69,9,47
2023,USA,Google,Backend Developer,Junior,128766,62,Moderate Impact,Medium,86,7,38
2024,India,Meta,ML Engineer,Senior,49440,97,High Demand,Low,67,6,50
2023,India,Amazon,AI Engineer,Mid,19442,100,High Demand,Low,90,6,39
2023,USA,OpenAI,Frontend Developer,Mid,134775,87,Moderate Impact,High,83,7,49
2022,India,Amazon,ML Engineer,Junior,21293,97,High Demand,Low,64,6,37
2023,USA,OpenAI,AI Engineer,Senior,169516,95,High Demand,Low,75,9,48
2023,UK,Meta,Frontend Developer,Junior,69611,93,Moderate Impact,Medium,80,8,41
2023,USA,TCS,Mobile Developer,Junior,110848,72,Moderate Impact,High,71,10,37
2025,Canada,Accenture,Backend Developer,Mid,123336,72,Moderate Impact,High,53,10,47
2022,UK,Wipro,Backend Developer,Junior,67611,65,Moderate Impact,Medium,74,6,48
2023,Australia,Amazon,Frontend Developer,Junior,103187,68,Moderate Impact,High,84,6,39
2025,Germany,NVIDIA,ML Engineer,Senior,179002,86,High Demand,Low,69,10,50
2024,Australia,IBM,Data Scientist,Junior,112092,100,High Demand,Low,66,7,37
2022,Australia,NVIDIA,Data Analyst,Junior,117678,85,Growing Demand,Medium,51,9,42
2025,USA,Meta,Data Scientist,Senior,157088,79,High Demand,Low,69,9,35
2025,Canada,IBM,Full Stack Developer,Junior,99289,81,Moderate Impact,Medium,73,10,47
2024,India,Google,Full Stack Developer,Junior,21277,70,Moderate Impact,Medium,79,8,36
2022,Germany,Wipro,Backend Developer,Junior,99247,85,Moderate Impact,Medium,74,9,49
2024,UK,Infosys,Backend Developer,Senior,108420,85,Moderate Impact,High,65,9,41
2024,Canada,Amazon,Mobile Developer,Mid,119230,67,Moderate Impact,High,70,10,48
2025,India,Meta,AI Engineer,Mid,42766,96,High Demand,Low,65,10,42
2024,Germany,Infosys,Mobile Developer,Mid,81606,58,Moderate Impact,High,56,8,38
2025,Germany,IBM,AI Engineer,Mid,123751,85,High Demand,Low,50,9,50
2022,UK,NVIDIA,Frontend Developer,Junior,74109,83,Moderate Impact,High,60,10,41
2022,India,TCS,Frontend Developer,Junior,17956,83,Moderate Impact,High,59,7,41
2022,Canada,Wipro,Backend Developer,Mid,83941,76,Moderate Impact,Medium,66,6,40
2022,USA,Microsoft,AI Engineer,Senior,181828,78,High Demand,Low,85,10,37
2022,India,NVIDIA,AI Engineer,Senior,51479,93,High Demand,Low,54,8,42
2024,Canada,TCS,Full Stack Developer,Junior,113678,76,Moderate Impact,Medium,69,8,41
2023,USA,Amazon,Mobile Developer,Mid,97064,79,Moderate Impact,Medium,74,7,46
2022,UK,Infosys,Full Stack Developer,Mid,81772,63,Moderate Impact,Medium,71,6,38
2022,Canada,Amazon,AI Engineer,Senior,148615,85,High Demand,Low,82,8,36
2022,India,Microsoft,AI Engineer,Mid,17513,95,High Demand,Low,52,7,44
2023,India,Microsoft,Frontend Developer,Senior,27334,63,Moderate Impact,High,67,6,44
2023,Germany,OpenAI,Full Stack Developer,Junior,89888,83,Moderate Impact,Medium,62,8,42
2022,Australia,Meta,Data Scientist,Mid,123129,85,High Demand,Low,66,6,35
2025,USA,OpenAI,Data Analyst,Mid,103855,76,Growing Demand,Medium,71,7,40
2024,Australia,IBM,Frontend Developer,Mid,110411,80,Moderate Impact,Medium,90,8,45
2023,Germany,Microsoft,AI Engineer,Junior,99753,84,High Demand,Low,79,6,35
2023,Germany,Infosys,Data Analyst,Mid,82203,83,Growing Demand,Medium,78,8,39
2025,Australia,Google,Full Stack Developer,Mid,110815,67,Moderate Impact,High,51,7,42
2023,India,Wipro,AI Engineer,Mid,26025,80,High Demand,Low,53,6,45
2024,Canada,Google,Mobile Developer,Mid,77619,70,Moderate Impact,Medium,59,8,42
2022,Australia,IBM,ML Engineer,Senior,109198,89,High Demand,Low,68,6,50
2024,Canada,Google,Mobile Developer,Senior,111674,75,Moderate Impact,Medium,79,8,40
2022,Germany,TCS,Data Scientist,Senior,153248,93,High Demand,Low,82,7,45
2024,India,Infosys,AI Engineer,Junior,18187,88,High Demand,Low,74,6,38
2022,Canada,Amazon,Data Scientist,Junior,131969,90,High Demand,Low,56,6,42
2022,UK,Amazon,ML Engineer,Mid,91219,100,High Demand,Low,67,7,45
2022,India,Amazon,Full Stack Developer,Mid,34155,85,Moderate Impact,Medium,87,9,43
2024,UK,Meta,AI Engineer,Mid,139190,86,High Demand,Low,81,8,45
2025,India,Google,Data Scientist,Senior,23150,86,High Demand,Low,74,7,40
2023,Canada,NVIDIA,Full Stack Developer,Mid,87931,60,Moderate Impact,Medium,84,8,36
2022,India,Accenture,Data Analyst,Junior,19616,93,Growing Demand,Medium,77,10,43
2023,Germany,OpenAI,ML Engineer,Senior,187703,93,High Demand,Low,70,8,36
2025,Australia,Meta,AI Engineer,Senior,136175,99,High Demand,Low,84,6,49
2023,USA,Google,Backend Developer,Mid,122417,66,Moderate Impact,High,57,8,48
2025,Germany,Accenture,Frontend Developer,Junior,117828,68,Moderate Impact,Medium,65,7,49
2024,Australia,NVIDIA,Data Analyst,Mid,107995,100,Growing Demand,Medium,57,6,45
2022,USA,Google,Full Stack Developer,Mid,141838,63,Moderate Impact,Medium,75,8,41
2024,India,Wipro,Data Analyst,Mid,37304,72,Growing Demand,Medium,70,8,42
2023,India,Google,Data Analyst,Mid,20043,100,Growing Demand,Medium,51,9,39
2025,Australia,OpenAI,Data Scientist,Junior,137204,79,High Demand,Low,59,7,41
2022,Germany,Google,AI Engineer,Mid,149357,87,High Demand,Low,59,7,37
2024,Germany,Meta,Full Stack Developer,Senior,127051,77,Moderate Impact,High,53,10,46
2024,Australia,OpenAI,Full Stack Developer,Mid,89443,58,Moderate Impact,High,82,10,36
2025,Australia,Accenture,Full Stack Developer,Mid,120578,74,Moderate Impact,Medium,53,9,42
2024,Australia,Google,AI Engineer,Senior,167835,99,High Demand,Low,86,6,41
2022,Germany,IBM,AI Engineer,Junior,100590,97,High Demand,Low,83,8,49
2025,India,Microsoft,Frontend Developer,Junior,32642,70,Moderate Impact,Medium,84,7,43
2022,UK,Infosys,Frontend Developer,Senior,97943,75,Moderate Impact,High,85,7,36
2022,USA,Amazon,Frontend Developer,Senior,147788,72,Moderate Impact,High,90,7,41
2022,Australia,OpenAI,Mobile Developer,Senior,119187,79,Moderate Impact,Medium,83,8,35
2022,Australia,Amazon,ML Engineer,Junior,136498,100,High Demand,Low,83,6,36
2025,Australia,Wipro,Full Stack Developer,Mid,107531,70,Moderate Impact,Medium,82,6,40
2022,UK,Amazon,Data Scientist,Mid,117056,77,High Demand,Low,57,10,39
2025,India,Wipro,Backend Developer,Junior,25587,70,Moderate Impact,High,54,8,48
2023,Canada,Google,Data Analyst,Senior,77913,100,Growing Demand,Medium,80,8,46
2022,Canada,NVIDIA,Full Stack Developer,Junior,105977,68,Moderate Impact,Medium,70,10,48
2024,UK,NVIDIA,Frontend Developer,Senior,106040,73,Moderate Impact,High,60,7,47
2024,Australia,OpenAI,AI Engineer,Mid,156552,97,High Demand,Low,82,10,41
2022,Canada,Wipro,Data Scientist,Mid,116882,85,High Demand,Low,64,8,50
2022,Australia,NVIDIA,Full Stack Developer,Mid,95654,83,Moderate Impact,High,67,6,50
2024,Canada,OpenAI,AI Engineer,Mid,123335,95,High Demand,Low,67,9,44
2022,USA,NVIDIA,Backend Developer,Junior,111873,52,Moderate Impact,High,62,9,40
2023,India,OpenAI,ML Engineer,Junior,56460,100,High Demand,Low,80,10,41
2022,India,IBM,ML Engineer,Senior,36087,100,High Demand,Low,73,6,39
2025,Canada,TCS,Backend Developer,Junior,102324,71,Moderate Impact,Medium,59,10,48
2022,Germany,Wipro,ML Engineer,Senior,110789,100,High Demand,Low,58,9,46
2022,India,Infosys,Mobile Developer,Junior,22398,72,Moderate Impact,High,69,7,46
2025,India,NVIDIA,ML Engineer,Junior,37195,97,High Demand,Low,63,6,44
2025,USA,OpenAI,Data Analyst,Senior,154800,95,Growing Demand,Medium,61,7,40
2022,UK,Google,Frontend Developer,Junior,75448,76,Moderate Impact,Medium,79,10,37
2024,USA,NVIDIA,Frontend Developer,Junior,126965,72,Moderate Impact,High,72,7,37
2024,Canada,NVIDIA,Frontend Developer,Mid,104049,92,Moderate Impact,High,89,9,39
2022,India,Infosys,Mobile Developer,Junior,23696,75,Moderate Impact,Medium,58,9,43
2022,USA,Accenture,Mobile Developer,Senior,95708,84,Moderate Impact,Medium,52,10,35
2025,UK,Meta,Full Stack Developer,Senior,101751,80,Moderate Impact,Medium,79,9,49
2022,USA,Microsoft,Mobile Developer,Mid,103197,67,Moderate Impact,High,53,8,35
2024,Australia,TCS,ML Engineer,Junior,133083,100,High Demand,Low,58,9,41
2025,USA,IBM,Data Analyst,Junior,125185,90,Growing Demand,Medium,86,6,50
2025,UK,Accenture,Data Scientist,Junior,126034,77,High Demand,Low,56,8,43
2024,Germany,Amazon,Full Stack Developer,Mid,116042,67,Moderate Impact,Medium,60,7,42
2023,UK,Accenture,ML Engineer,Senior,95212,74,High Demand,Low,63,10,44
2025,UK,Infosys,Backend Developer,Senior,102086,69,Moderate Impact,High,60,9,35
2024,Canada,TCS,AI Engineer,Junior,171552,100,High Demand,Low,52,6,42
2023,Australia,NVIDIA,Data Analyst,Senior,112103,91,Growing Demand,Medium,65,9,43
2024,Germany,Accenture,AI Engineer,Junior,115803,94,High Demand,Low,52,10,38
2022,USA,Infosys,AI Engineer,Junior,174554,100,High Demand,Low,78,8,46
2024,Australia,NVIDIA,Full Stack Developer,Junior,127683,52,Moderate Impact,High,51,7,41
2024,India,NVIDIA,Backend Developer,Senior,13627,81,Moderate Impact,Medium,87,7,36
2022,Canada,Wipro,Backend Developer,Senior,91317,69,Moderate Impact,Medium,69,7,49
2023,Canada,Amazon,Frontend Developer,Junior,79301,87,Moderate Impact,Medium,56,7,35
2025,USA,Infosys,ML Engineer,Senior,161825,97,High Demand,Low,80,6,38
2022,UK,Meta,Full Stack Developer,Senior,81881,60,Moderate Impact,High,72,10,40
2024,Germany,Microsoft,ML Engineer,Junior,122507,97,High Demand,Low,87,6,43
2025,Canada,TCS,ML Engineer,Junior,104127,93,High Demand,Low,89,8,45
2025,UK,Meta,Full Stack Developer,Junior,107319,81,Moderate Impact,High,72,9,41
2025,India,NVIDIA,Mobile Developer,Senior,42487,66,Moderate Impact,High,85,8,50
2022,Canada,Accenture,ML Engineer,Senior,128196,84,High Demand,Low,71,8,41
2025,UK,Amazon,Frontend Developer,Senior,84443,54,Moderate Impact,Medium,65,9,44
2022,India,IBM,Backend Developer,Mid,29329,83,Moderate Impact,High,55,6,41
2025,India,IBM,ML Engineer,Mid,33477,92,High Demand,Low,72,8,40
2024,Australia,Wipro,Backend Developer,Senior,123924,51,Moderate Impact,Medium,83,8,49
2025,Germany,TCS,ML Engineer,Senior,160668,100,High Demand,Low,86,7,44
2023,Germany,Google,AI Engineer,Junior,181525,100,High Demand,Low,84,9,45
2022,UK,Meta,Frontend Developer,Junior,74420,74,Moderate Impact,High,67,9,40
2024,Canada,Infosys,Mobile Developer,Mid,80778,74,Moderate Impact,High,61,7,47
2024,Australia,OpenAI,Backend Developer,Senior,89326,65,Moderate Impact,High,71,10,37
2022,India,Meta,Data Scientist,Junior,23151,81,High Demand,Low,70,8,46
2022,Germany,Meta,Data Analyst,Senior,96295,100,Growing Demand,Medium,90,7,44
2024,Canada,IBM,AI Engineer,Senior,148853,91,High Demand,Low,61,9,46
2025,India,Amazon,ML Engineer,Senior,44169,100,High Demand,Low,50,7,48
2023,India,Microsoft,AI Engineer,Mid,39916,99,High Demand,Low,84,7,37
2023,India,TCS,Full Stack Developer,Senior,39441,86,Moderate Impact,High,76,6,37
2024,Germany,NVIDIA,Backend Developer,Senior,86862,50,Moderate Impact,Medium,75,7,46
2023,Australia,Wipro,Frontend Developer,Mid,109306,87,Moderate Impact,Medium,56,7,35
2025,UK,OpenAI,Data Analyst,Junior,89185,74,Growing Demand,Medium,67,7,35
2024,Canada,Wipro,ML Engineer,Junior,176873,100,High Demand,Low,88,8,37
2023,USA,Amazon,Data Analyst,Senior,132890,74,Growing Demand,Medium,75,7,35
2025,Australia,Meta,AI Engineer,Junior,136093,100,High Demand,Low,70,6,38
2024,India,Infosys,AI Engineer,Mid,26118,86,High Demand,Low,86,7,37
2025,Germany,NVIDIA,AI Engineer,Junior,119880,83,High Demand,Low,90,9,39
2025,Canada,OpenAI,Backend Developer,Senior,90674,63,Moderate Impact,High,68,6,47
2022,India,Infosys,ML Engineer,Senior,45240,93,High Demand,Low,76,7,41
2025,UK,Wipro,Backend Developer,Mid,94042,61,Moderate Impact,Medium,75,10,36
2024,UK,TCS,Full Stack Developer,Mid,96276,81,Moderate Impact,High,78,6,37
2024,USA,Microsoft,Data Analyst,Mid,142069,97,Growing Demand,Medium,80,9,46
2024,Canada,Microsoft,Data Scientist,Junior,154169,92,High Demand,Low,72,6,35
2022,Germany,Microsoft,Data Analyst,Junior,93200,68,Growing Demand,Medium,67,9,47
2023,India,Meta,Data Scientist,Mid,40750,78,High Demand,Low,60,6,50
2024,India,Accenture,Backend Developer,Mid,16000,84,Moderate Impact,Medium,71,9,44
2025,USA,NVIDIA,ML Engineer,Junior,234208,78,High Demand,Low,78,8,37
2024,USA,Microsoft,Mobile Developer,Mid,108442,87,Moderate Impact,High,67,9,47
2024,Germany,Accenture,Mobile Developer,Senior,127541,63,Moderate Impact,Medium,54,9,38
2022,USA,TCS,AI Engineer,Junior,140280,95,High Demand,Low,88,6,36
2022,India,OpenAI,Data Analyst,Mid,33565,84,Growing Demand,Medium,77,8,40
2024,UK,OpenAI,Mobile Developer,Senior,74905,85,Moderate Impact,Medium,55,9,41
2022,Canada,NVIDIA,Frontend Developer,Mid,86149,71,Moderate Impact,High,61,9,38
2024,UK,IBM,Mobile Developer,Senior,67058,59,Moderate Impact,High,56,8,48
2024,Australia,TCS,Full Stack Developer,Junior,128889,73,Moderate Impact,High,86,10,41
2024,Germany,Meta,Data Analyst,Mid,81628,100,Growing Demand,Medium,79,7,43
2024,Germany,Google,ML Engineer,Senior,139342,100,High Demand,Low,51,7,36
2025,USA,Accenture,Frontend Developer,Senior,151405,63,Moderate Impact,Medium,75,7,41
2025,Canada,Wipro,AI Engineer,Senior,129730,90,High Demand,Low,66,6,37
2023,Australia,Microsoft,Backend Developer,Senior,80591,71,Moderate Impact,Medium,82,9,43
2025,Australia,IBM,ML Engineer,Junior,143419,91,High Demand,Low,70,10,42
2022,Australia,Infosys,Frontend Developer,Senior,108366,87,Moderate Impact,High,77,9,37
2022,USA,OpenAI,Frontend Developer,Senior,158924,59,Moderate Impact,High,55,6,46
2022,India,Meta,Backend Developer,Junior,27110,90,Moderate Impact,Medium,54,6,39
2022,Canada,IBM,Data Analyst,Mid,102927,77,Growing Demand,Medium,70,10,49
2023,Canada,TCS,ML Engineer,Mid,92767,84,High Demand,Low,57,10,42
2024,India,Amazon,Full Stack Developer,Junior,16798,75,Moderate Impact,High,61,6,47
2023,Australia,Meta,AI Engineer,Senior,167043,100,High Demand,Low,87,7,45
2024,Australia,Accenture,ML Engineer,Senior,122793,100,High Demand,Low,77,8,48
2024,India,Infosys,Data Analyst,Junior,38128,100,Growing Demand,Medium,89,9,42
2023,Australia,NVIDIA,Data Analyst,Mid,118112,74,Growing Demand,Medium,81,9,43
2023,India,Google,Frontend Developer,Mid,18523,82,Moderate Impact,High,58,7,50
2025,Australia,Infosys,Data Analyst,Junior,133837,78,Growing Demand,Medium,90,8,36
2025,Australia,OpenAI,Mobile Developer,Mid,98506,68,Moderate Impact,Medium,75,10,37
